index, initial_mass, final_mass, Xinit, Yinit, Zinit, amlt, fov_shell, fov0_shell, fov_core, fov0_core 
107, 1.40000, 0.80000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
108, 1.40000, 0.82000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
109, 1.40000, 0.82000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
110, 1.40000, 0.82000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
111, 1.40000, 0.82000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
112, 1.40000, 0.82000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
113, 1.40000, 0.82000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
114, 1.40000, 0.82000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
115, 1.40000, 0.82000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
116, 1.40000, 0.82000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
117, 1.40000, 0.84000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
118, 1.40000, 0.84000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
119, 1.40000, 0.84000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
120, 1.40000, 0.84000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
121, 1.40000, 0.84000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
122, 1.40000, 0.84000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
123, 1.40000, 0.84000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
124, 1.40000, 0.84000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
125, 1.40000, 0.84000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
126, 1.40000, 0.86000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
127, 1.40000, 0.86000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
128, 1.40000, 0.86000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
129, 1.40000, 0.86000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
130, 1.40000, 0.86000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
131, 1.40000, 0.86000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
132, 1.40000, 0.86000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
133, 1.40000, 0.86000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
134, 1.40000, 0.86000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
135, 1.40000, 0.88000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
136, 1.40000, 0.88000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
137, 1.40000, 0.88000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
138, 1.40000, 0.88000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
139, 1.40000, 0.88000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
140, 1.40000, 0.88000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
141, 1.40000, 0.88000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
142, 1.40000, 0.88000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
143, 1.40000, 0.88000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
144, 1.40000, 0.90000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
145, 1.40000, 0.90000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
146, 1.40000, 0.90000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
147, 1.40000, 0.90000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
148, 1.40000, 0.90000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
149, 1.40000, 0.90000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
150, 1.40000, 0.90000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
151, 1.40000, 0.90000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
152, 1.40000, 0.90000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
153, 1.40000, 0.92000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
154, 1.40000, 0.92000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
155, 1.40000, 0.92000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
156, 1.40000, 0.92000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
157, 1.40000, 0.92000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
158, 1.40000, 0.92000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
159, 1.40000, 0.92000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
160, 1.40000, 0.92000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
161, 1.40000, 0.92000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
162, 1.40000, 0.94000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
163, 1.40000, 0.94000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
164, 1.40000, 0.94000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
165, 1.40000, 0.94000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
166, 1.40000, 0.94000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
167, 1.40000, 0.94000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
168, 1.40000, 0.94000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
169, 1.40000, 0.94000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
170, 1.40000, 0.94000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
171, 1.40000, 0.96000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
172, 1.40000, 0.96000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
173, 1.40000, 0.96000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
174, 1.40000, 0.96000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
175, 1.40000, 0.96000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
176, 1.40000, 0.96000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
177, 1.40000, 0.96000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
178, 1.40000, 0.96000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
179, 1.40000, 0.96000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
180, 1.40000, 0.98000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
181, 1.40000, 0.98000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
182, 1.40000, 0.98000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
183, 1.40000, 0.98000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
184, 1.40000, 0.98000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
185, 1.40000, 0.98000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
186, 1.40000, 0.98000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
187, 1.40000, 0.98000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
188, 1.40000, 0.98000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
189, 1.40000, 1.00000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
190, 1.40000, 1.00000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
191, 1.40000, 1.00000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
192, 1.40000, 1.00000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
193, 1.40000, 1.00000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
194, 1.40000, 1.00000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
195, 1.40000, 1.00000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
196, 1.40000, 1.00000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
197, 1.40000, 1.00000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
198, 1.40000, 1.02000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
199, 1.40000, 1.02000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
200, 1.40000, 1.02000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
201, 1.40000, 1.02000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
202, 1.40000, 1.02000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
203, 1.40000, 1.02000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
204, 1.40000, 1.02000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
205, 1.40000, 1.02000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
206, 1.40000, 1.02000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
207, 1.40000, 1.04000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
208, 1.40000, 1.04000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
209, 1.40000, 1.04000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
210, 1.40000, 1.04000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
211, 1.40000, 1.04000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
