index, initial_mass, final_mass, Xinit, Yinit, Zinit, amlt, fov_shell, fov0_shell, fov_core, fov0_core 
212, 1.40000, 1.04000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
213, 1.40000, 1.04000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
214, 1.40000, 1.04000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
215, 1.40000, 1.04000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
216, 1.40000, 1.06000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
217, 1.40000, 1.06000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
218, 1.40000, 1.06000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
219, 1.40000, 1.06000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
220, 1.40000, 1.06000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
221, 1.40000, 1.06000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
222, 1.40000, 1.06000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
223, 1.40000, 1.06000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
224, 1.40000, 1.06000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
225, 1.40000, 1.08000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
226, 1.40000, 1.08000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
227, 1.40000, 1.08000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
228, 1.40000, 1.08000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
229, 1.40000, 1.08000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
230, 1.40000, 1.08000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
231, 1.40000, 1.08000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
232, 1.40000, 1.08000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
233, 1.40000, 1.08000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
234, 1.40000, 1.10000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
235, 1.40000, 1.10000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
236, 1.40000, 1.10000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
237, 1.40000, 1.10000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
238, 1.40000, 1.10000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
239, 1.40000, 1.10000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
240, 1.40000, 1.10000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
241, 1.40000, 1.10000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
242, 1.40000, 1.10000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
243, 1.20000, 0.58000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
244, 1.20000, 0.58000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
245, 1.20000, 0.58000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
246, 1.20000, 0.58000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
247, 1.20000, 0.58000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
248, 1.20000, 0.58000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
249, 1.20000, 0.58000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
250, 1.20000, 0.58000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
251, 1.20000, 0.58000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
252, 1.20000, 0.60000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
253, 1.20000, 0.60000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
254, 1.20000, 0.60000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
255, 1.20000, 0.60000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
256, 1.20000, 0.60000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
257, 1.20000, 0.60000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
258, 1.20000, 0.60000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
259, 1.20000, 0.60000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
260, 1.20000, 0.60000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
261, 1.20000, 0.62000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
262, 1.20000, 0.62000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
263, 1.20000, 0.62000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
264, 1.20000, 0.62000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
265, 1.20000, 0.62000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
266, 1.20000, 0.62000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
267, 1.20000, 0.62000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
268, 1.20000, 0.62000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
269, 1.20000, 0.62000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
270, 1.20000, 0.64000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
271, 1.20000, 0.64000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
272, 1.20000, 0.64000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
273, 1.20000, 0.64000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
274, 1.20000, 0.64000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
275, 1.20000, 0.64000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
276, 1.20000, 0.64000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
277, 1.20000, 0.64000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
278, 1.20000, 0.64000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
279, 1.20000, 0.66000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
280, 1.20000, 0.66000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
281, 1.20000, 0.66000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
282, 1.20000, 0.66000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
283, 1.20000, 0.66000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
284, 1.20000, 0.66000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
285, 1.20000, 0.66000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
286, 1.20000, 0.66000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
287, 1.20000, 0.66000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
288, 1.20000, 0.68000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
289, 1.20000, 0.68000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
290, 1.20000, 0.68000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
291, 1.20000, 0.68000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
292, 1.20000, 0.68000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
293, 1.20000, 0.68000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
294, 1.20000, 0.68000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
295, 1.20000, 0.68000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
296, 1.20000, 0.68000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
297, 1.20000, 0.70000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
298, 1.20000, 0.70000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
299, 1.20000, 0.70000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
300, 1.20000, 0.70000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
301, 1.20000, 0.70000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
302, 1.20000, 0.70000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
303, 1.20000, 0.70000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
304, 1.20000, 0.70000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
305, 1.20000, 0.70000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
306, 1.20000, 0.72000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
307, 1.20000, 0.72000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
308, 1.20000, 0.72000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
309, 1.20000, 0.72000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
310, 1.20000, 0.72000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
311, 1.20000, 0.72000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
312, 1.20000, 0.72000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
313, 1.20000, 0.72000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
314, 1.20000, 0.72000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
315, 1.20000, 0.74000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
316, 1.20000, 0.74000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
317, 1.20000, 0.74000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
318, 1.20000, 0.74000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
319, 1.20000, 0.74000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
320, 1.20000, 0.74000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
321, 1.20000, 0.74000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
322, 1.20000, 0.74000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
323, 1.20000, 0.74000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
324, 1.20000, 0.76000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
325, 1.20000, 0.76000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
326, 1.20000, 0.76000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
327, 1.20000, 0.76000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
328, 1.20000, 0.76000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
329, 1.20000, 0.76000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
330, 1.20000, 0.76000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
331, 1.20000, 0.76000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
332, 1.20000, 0.76000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
333, 1.20000, 0.78000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
334, 1.20000, 0.78000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
335, 1.20000, 0.78000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
336, 1.20000, 0.78000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
337, 1.20000, 0.78000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
338, 1.20000, 0.78000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
339, 1.20000, 0.78000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
340, 1.20000, 0.78000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
341, 1.20000, 0.78000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
342, 1.00000, 0.58000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
343, 1.00000, 0.58000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
344, 1.00000, 0.58000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
345, 1.00000, 0.58000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
346, 1.00000, 0.58000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
347, 1.00000, 0.58000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
348, 1.00000, 0.58000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
349, 1.00000, 0.58000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
350, 1.00000, 0.58000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
351, 1.00000, 0.60000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
352, 1.00000, 0.60000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
353, 1.00000, 0.60000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
354, 1.00000, 0.60000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
355, 1.00000, 0.60000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
356, 1.00000, 0.60000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
357, 1.00000, 0.60000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
358, 1.00000, 0.60000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
359, 1.00000, 0.60000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
360, 1.00000, 0.62000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
361, 1.00000, 0.62000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
362, 1.00000, 0.62000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
363, 1.00000, 0.62000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
364, 1.00000, 0.62000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
365, 1.00000, 0.62000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
366, 1.00000, 0.62000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
367, 1.00000, 0.62000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
368, 1.00000, 0.62000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
369, 1.00000, 0.64000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
370, 1.00000, 0.64000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
371, 1.00000, 0.64000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
372, 1.00000, 0.64000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
373, 1.00000, 0.64000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
374, 1.00000, 0.64000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
375, 1.00000, 0.64000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
376, 1.00000, 0.64000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
377, 1.00000, 0.64000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
378, 1.00000, 0.66000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
379, 1.00000, 0.66000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
380, 1.00000, 0.66000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
381, 1.00000, 0.66000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
382, 1.00000, 0.66000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
383, 1.00000, 0.66000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
384, 1.00000, 0.66000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
385, 1.00000, 0.66000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
386, 1.00000, 0.66000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
387, 1.00000, 0.68000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
388, 1.00000, 0.68000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
389, 1.00000, 0.68000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
390, 1.00000, 0.68000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
391, 1.00000, 0.68000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
392, 1.00000, 0.68000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
393, 1.00000, 0.68000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
394, 1.00000, 0.68000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
395, 1.00000, 0.68000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
396, 1.00000, 0.70000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
397, 1.00000, 0.70000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
398, 1.00000, 0.70000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
399, 1.00000, 0.70000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
400, 1.00000, 0.70000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
401, 1.00000, 0.70000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
402, 1.00000, 0.70000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
403, 1.00000, 0.70000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
404, 1.00000, 0.70000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
405, 1.00000, 0.72000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
406, 1.00000, 0.72000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
407, 1.00000, 0.72000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
408, 1.00000, 0.72000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
409, 1.00000, 0.72000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
410, 1.00000, 0.72000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
411, 1.00000, 0.72000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
412, 1.00000, 0.72000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
413, 1.00000, 0.72000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
414, 1.00000, 0.74000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
415, 1.00000, 0.74000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
416, 1.00000, 0.74000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
417, 1.00000, 0.74000, 0.70186945, 0.27704448, 0.02108607, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
418, 1.00000, 0.74000, 0.69631116, 0.28021723, 0.02347160, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
419, 1.00000, 0.74000, 0.69017855, 0.28371782, 0.02610363, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
420, 1.00000, 0.74000, 0.68342498, 0.28757287, 0.02900215, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
421, 1.00000, 0.74000, 0.67600299, 0.29180945, 0.03218756, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
422, 1.00000, 0.74000, 0.66786498, 0.29645475, 0.03568027, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
423, 1.00000, 0.76000, 0.71554074, 0.26924069, 0.01521857, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
424, 1.00000, 0.76000, 0.71144196, 0.27158034, 0.01697770, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
425, 1.00000, 0.76000, 0.70689859, 0.27417376, 0.01892764, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
